title,id,rating,year,imdbid
Damage,4952,3,1992,104237
Hero,4999,1,1992,104412
Candyman,5005,3,1992,103919
"Lawnmower Man, The",5241,1,1992,104692
Boomerang,5318,3,1992,103859
Un Coeur en Hiver,5425,3,1992,105682
"Bikini Carwash Company, The",5533,3,1992,103812
Doragon b&ocirc;ru Z: Atsumare! Gok&ucirc; W&acirc;rudo,5593,0,1992,1517470
Sneakers,5654,1,1992,105435
Dragon Ball Z: The Return of Cooler,6090,0,1992,142237
A River Runs Through It,6123,2,1992,105265
Singles,6317,2,1992,105415
Hellraiser III: Hell on Earth,6397,3,1992,104409
Peter&#39;s Friends,6702,3,1992,105130
Dragon Inn,6862,3,1992,105859
Unforgiven,7006,3,1992,105695
Freddie as F.R.O.7.,7601,1,1992,104298
"Last of the Mohicans, The",7031,2,1992,104691
Split Second,7179,0,1992,105459
Tom and Jerry: The Movie,7191,3,1992,105616
Hard Boiled,7245,0,1992,104684
HouseSitter,7640,1,1992,104452
Bitter Moon,8287,3,1992,104779
Critters 4,8393,1,1992,101628
Leap of Faith,8583,2,1992,104695
Encino Man,8622,1,1992,104187
"Bodyguard, The",8991,2,1992,103855
Just another girl on the I.R.T,9000,1,1992,104575
"Hand That Rocks the Cradle, The",9922,3,1992,104389
Dien Bien Phu,9107,0,1992,104105
"Lover / L&#39;amant, The",9221,1,1992,101316
Stay Tuned,9242,2,1992,105466
Strictly Ballroom,9331,1,1992,105488
Passenger 57,9785,1,1992,105104
Schtonk,9812,3,1992,105328
Far and Away,10862,3,1992,104231
Beethoven,10872,3,1992,103786
Jurassic Park,109,3,1993,107290
Groundhog Day,114,2,1993,107048
Demolition Man,117,0,1993,106697
Mrs. Doubtfire,436,3,1993,107614
Point of No Return/The Assassin,543,3,1993,107843
Sleepless in Seattle,556,2,1993,108160
Umi ga kikoeru,558,3,1993,108432
Hocus Pocus,587,3,1993,107120
Swing Kids,727,1,1993,108265
Manhattan Murder Mystery,810,3,1993,107507
Ruby in Paradise,852,3,1993,108000
Dazed and Confused,861,3,1993,106677
"Sandlot, The",899,0,1993,108037
Bad Boy Bubby,950,1,1993,106341
Three Colors: Blue,984,3,1993,108394
Robin Hood: Men in Tights,1067,3,1993,107977
Cool Runnings,1602,1,1993,106611
Boxing Helena,1517,1,1993,106471
"Wedding Banquet, The",1195,3,1993,107156
Homeward Bound: The Incredible Journey,1088,1,1993,107131
Dave,1133,3,1993,106673
"Secret Garden, The",1434,3,1993,108071
Addams Family Values,1436,3,1993,106220
Sister Act 2: Back in the Habit,1353,3,1993,108147
Undercover Blues,1097,1,1993,108442
Schindler&#39;s List,1497,3,1993,108052
Fei hu wai zhuan,1637,2,1993,104246
Death Train,1666,3,1993,106689
Even Cowgirls Get The Blues,1790,3,1993,106834
Fatal Instinct,1856,3,1993,106873
"Princess and the Cobbler, The",1940,0,1993,112389
"Trial, The",2182,1,1993,108388
"Piano, The",2230,3,1993,107822
Once Upon a Forest,2492,3,1993,107745
"Nightmare Before Christmas, The",2543,1,1993,107688
Sonatine,2847,0,1993,108188
Little Buddha,2892,1,1993,107426
"Fugitive, The",2916,2,1993,106977
"Joy Luck Club, The",3088,3,1993,107282
"Age of Innocence, The",3097,3,1993,106226
Heart and Souls,3123,2,1993,107091
Pieces of April,3176,3,1993,311648
Tombstone,3180,3,1993,108358
Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n R (Sailor Moon R the Movie: The Promise of the Rose),3330,3,1993,106417
Searching for Bobby Fischer,3336,0,1993,108065
Cliffhanger,3369,1,1993,106582
Untamed Heart,3396,3,1993,108451
"Heroic Trio, The",3405,3,1993,105619
Naked,3550,3,1993,107653
"Evil Cult, The",3692,3,1993,108624
"Beverly Hillbillies, The",3704,3,1993,106400
Gypsy,3715,3,1993,107065
"Remains of the Day, The",3761,1,1993,107943
Cannibal! The Musical,3921,0,1993,115819
Indien,4337,0,1993,107214
Super Mario Bros.,4422,3,1993,108255
Telling Secrets,4555,3,1993,108310
Coneheads,4636,3,1993,106598
Batman: Mask of the Phantasm,4877,0,1993,106364
Gettysburg,4917,0,1993,107007
Indian Summer,5065,3,1993,107212
Dragon: The Bruce Lee Story,5083,3,1993,106770
RoboCop 3,5238,3,1993,107978
Body of Evidence,5243,3,1993,106453
Heidi,5285,3,1993,107099
Short Cuts,5316,3,1993,108122
Body Snatchers,5521,3,1993,106452
Rising Sun,5580,1,1993,107969
"Firm, The",6474,3,1993,106918
"Blood In, Blood Out",5665,0,1993,106469
Bhaji on the Beach,5725,3,1993,106408
Philadelphia,5919,2,1993,107818
Sliver,6076,3,1993,108162
Hot Shots! Part Deux,6173,3,1993,107144
Farewell My Concubine,6215,0,1993,106332
True Romance,6349,1,1993,108399
What&#39;s Eating Gilbert Grape,6492,3,1993,108550
Matinee,6844,1,1993,107529
Arctic Blue,7055,1,1993,106303
Dragon Ball Z: The History of Trunks,7209,1,1993,142247
Body Bags,7272,1,1993,106449
"Pelican Brief, The",7277,3,1993,107798
"Making of &#39;...And God Spoke&#39;, The",7418,1,1993,107492
In the Name of the Father,7514,2,1993,107207
What&#39;s Love Got to Do with It,7526,3,1993,108551
A perfect world,7611,1,1993,107808
Benny &amp; Joon,7619,1,1993,106387
Indecent Proposal,7642,0,1993,107211
In the Line of Fire,7667,1,1993,107206
Kika,7699,3,1993,107315
La casa de los esp&iacute;ritus,7840,3,1993,107151
Poetic Justice,8148,3,1993,107840
"Man Without a Face, The",8552,1,1993,107501
Mi vida loca,8568,3,1993,107566
Heaven &amp; Earth,8652,2,1993,107096
Six Degrees of Separation,8759,3,1993,108149
Much Ado About Nothing,9033,1,1993,107616
Fear of a Black hat,9155,1,1993,106880
"I Killed My Lesbian Wife, Hung Her on a Meathook, and Now I Have a Three Picture Deal at Disney",9398,3,1993,166222
Last Action Hero,9466,1,1993,107362
Hard Target,9565,1,1993,107076
Space Zombie Bingo!!!,9735,0,1993,314713
Leprechaun,10136,1,1993,107387
Guilty as sin,10205,2,1993,107057
Free Willy,10763,1,1993,106965
So I Married an Axe Murderer,10565,3,1993,108174
Grumpy Old Men,10696,1,1993,107050
Teenage Mutant Ninja Turtles III,10944,2,1993,108308
"Gatica, el mono",10967,1,1993,106989
A Bronx tale,11052,1,1993,106489
Pulp Fiction,91,3,1994,110912
"Lion King, The",100,1,1994,110357
Interview with the Vampire,120,1,1994,110148
Heisei tanuki gassen pompoko,261,1,1994,110008
"Shawshank Redemption, The",339,0,1994,111161
Speed,440,3,1994,111257
Ace Ventura: Pet Detective,441,2,1994,109040
Clerks.,488,1,1994,109445
"Stand, The",537,3,1994,108941
Heavenly Creatures,567,3,1994,110005
Drop Zone,571,2,1994,109676
Timecop,574,1,1994,111438
Forrest Gump,776,1,1994,109830
Reality Bites,860,3,1994,110950
Dumb &amp; Dumber,890,2,1994,109686
Stargate,959,1,1994,111282
Little Women,960,3,1994,110367
"Santa Clause, The",1051,1,1994,111070
"Return of Jafar, The",1066,0,1994,107952
"Pagemaster, The",1208,1,1994,110763
Angels in the Outfield,1128,1,1994,109127
True Lies,1098,3,1994,111503
"Client, The",1535,3,1994,109446
Amateur,1571,3,1994,109093
Pat and Margaret,1734,3,1994,124829
"Professional, The",1755,3,1994,110413
Bad Girls,1786,3,1994,109198
Go Fish,1788,3,1994,109913
Naked Gun 33 1/3: The Final Insult,1826,2,1994,110622
Beverly Hills Cop III,1850,0,1994,109254
Police Academy: Mission to Moscow,1914,1,1994,110857
Ed Wood,1920,3,1994,109707
Eat Drink Man Woman,2121,3,1994,111797
Muriel&#39;s Wedding,2209,3,1994,110598
Mina Tannenbaum,2210,3,1994,110521
Crooklyn,2350,3,1994,109504
"Shadow, The",2535,0,1994,111143
Priest,2852,3,1994,110889
Legend of the Red Dragon / Hong Xi Guan: Zhi Shao Lin wu zu,4326,3,1994,110054
Fear City: A Family-Style Comedy,2972,3,1994,109440
Blue Sky,3004,3,1994,109306
J&#39;ai pas sommeil,3008,3,1994,110171
Trading Mom,3044,3,1994,111470
"Hudsucker Proxy, The",3062,1,1994,110074
"Last Seduction, The",3104,1,1994,110308
Wing Chun,3106,2,1994,111800
Giorgino,3133,3,1994,109900
"Fantastic Four, The",3162,1,1994,109770
I Like It Like That,3179,3,1994,110091
No Escape,3243,0,1994,110678
Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n S (Sailor Moon S the Movie: Hearts in Ice),3331,3,1994,109277
Oleanna,3431,0,1994,110722
"Adventures of Priscilla, Queen of the Desert, The",3501,3,1994,109045
Street Fighter,3522,3,1994,111301
Getting Any?,3657,0,1994,110524
"Specialist, The",3788,1,1994,111255
"Crow, The",3820,3,1994,109506
"Corrina, Corrina",3840,3,1994,109484
"Swan Princess, The",3973,1,1994,111333
Chungking Express,4056,1,1994,109424
"Road to Wellville, The",4112,3,1994,111001
It&#39;s Pat,4421,3,1994,110169
Three Colors: White,4515,1,1994,111507
Sister My Sister,4602,3,1994,111205
Star Trek Generations,4618,3,1994,111280
Birds 2: Land&#39;s End,4645,3,1994,109275
"Mask, The",4697,1,1994,110475
Felidae,4717,1,1994,109791
Legends of the Fall,4841,3,1994,110322
Uncovered,4869,3,1994,111549
Brainscan,4920,1,1994,109327
Quiz Show,4954,2,1994,110932
Color of Night,5078,3,1994,109456
Frit&auml;nkaren,5189,3,1994,109849
In the Mouth of Madness,5206,1,1994,113409
A.P.E.X.,5334,1,1994,109144
Airheads,5341,1,1994,109068
Natural Born Killers,5459,3,1994,110632
"Flintstones, The",5738,3,1994,109813
Wrony,5890,3,1994,111751
"Little Rascals, The",5909,2,1994,110366
New Nightmare,6029,3,1994,111686
See How They Fall,6154,1,1994,110958
Four Weddings and a Funeral,6451,3,1994,109831
Serial Mom,6477,3,1994,111127
Black Beauty,6981,3,1994,109279
Dias contados,7032,3,1994,109699
D2: The Mighty Ducks,7160,1,1994,109520
Death and the Maiden,7211,0,1994,109579
I.Q.,7263,0,1994,110099
Don&#39;t Drink the Water,7295,1,1994,109644
It Could Happen to You,7643,1,1994,110167
"Legend of Drunken Master, The",7933,3,1994,111512
Lakota Woman: Siege at Wounded Knee,7935,3,1994,110297
Kan du vissla Johanna?,7972,0,1994,110236
Runaway Daughters,8004,3,1994,111033
"Secret of Roan Inish, The",8446,3,1994,111112
Sirens,8460,3,1994,111201
Jenny&#39;s Wedding,8494,3,1994,3289712
Die gottliche Ordnung,8592,3,1994,5818818
Vive L&#39;Amour,8735,0,1994,109066
Miracle on 34th Street,8990,3,1994,110527
Clear and Present Danger,9108,0,1994,109444
"Next Karate Kid, The",9406,3,1994,110657
Revenge of the Musketeers,9525,3,1994,109798
Men of War,9768,1,1994,110490
Pentathlon,9772,0,1994,110805
Twilight Zone: Rod Serling&#39;s Lost Classics,9780,2,1994,111520
Voll normaaal,9811,1,1994,111640
Picture Bride,9814,3,1994,114129
Renaissance Man,10077,2,1994,110971
When a Man Loves a Woman,10178,3,1994,111693
Satantango,10672,2,1994,111341
"Ref, The",10700,3,1994,110955
Clifford,10901,3,1994,109447
"Usual Suspects, The",54,1,1995,114814
Se7en,69,1,1995,114369
Toy Story,87,1,1995,114709
Hackers,97,2,1995,113243
Casper,106,3,1995,112642
Outbreak,110,3,1995,114069
Die Hard: With a Vengeance,147,1,1995,112864
Empire Records,163,3,1995,112950
Billy Madison,184,1,1995,112508
Braveheart,205,2,1995,112573
Pocahontas,207,3,1995,114148
Sense and Sensibility,267,3,1995,114388
Mimi wo sumaseba (Whisper of the Heart),287,3,1995,113824
"Bridges of Madison County, The",294,3,1995,112579
Mallrats,489,2,1995,113749
Showgirls,566,3,1995,114436
Tank Girl,569,3,1995,114614
Cold Comfort Farm,637,3,1995,112701
How to Make an American Quilt,640,3,1995,113347
K&ocirc;kaku kid&ocirc;tai (Ghost in the Shell),659,0,1995,113568
Strange Days,675,3,1995,114558
Clueless,749,3,1995,112697
Now and Then,897,3,1995,114011
Circle of Friends,905,3,1995,112679
When Night is Falling,947,3,1995,114916
Mortal Kombat,955,1,1995,113855
Welcome to the Dollhouse,974,3,1995,114906
Antonia&#39;s Line,982,3,1995,112379
Four rooms,986,3,1995,113101
Batman Forever,1024,1,1995,112462
Balto,1031,2,1995,112453
While You Were Sleeping,1032,3,1995,114924
Heat,1037,2,1995,113277
Aladdin and the King of Thieves,1065,1,1995,115491
Pride and Prejudice,1563,3,1995,112130
French Kiss,1132,2,1995,113117
A Goofy Movie,1160,2,1995,113198
Gold Diggers: The Secret of Bear Mountain,1433,3,1995,113188
A little princess,1435,3,1995,113670
Sabrina,1643,3,1995,114319
Apollo 13,2060,3,1995,112384
Boys on the Side,2071,3,1995,112571
Copycat,2100,3,1995,112722
"To Wong Foo, Thanks for Everything! Julie Newmar",2163,3,1995,114682
Casino,2220,2,1995,112641
Dangerous Minds,2882,3,1995,112792
Waterworld,2303,2,1995,114898
Safe,2366,3,1995,114323
Dolores Claiborne,2394,3,1995,109642
Butterfly Kiss,2422,3,1995,112604
Canadian Bacon,2573,1,1995,109370
"Addiction, The",2684,3,1995,112288
"Celluloid Closet, The",2690,3,1995,112651
Rumble in the Bronx (Hung fan kui),2835,1,1995,113326
Twelve Monkeys,2864,1,1995,114746
"Net, The",2914,3,1995,113957
"Incredibly True Adventures of Two Girls in Love, The",2931,3,1995,113416
Serving in Silence,3027,3,1995,114395
"Baby-Sitters Club, The",3090,3,1995,112435
Persuasion,3142,3,1995,114117
"Pebble and the Penguin, The",3267,2,1995,114108
Fallen Angels,3298,1,1995,112913
"Sailor Moon SuperS the Movie, The Ten Senshi Unite, Mystery of the Black Dream Hole (Sailor Moon Super S the Movie: Black Dream",3332,3,1995,112513
Mighty Morphin Power Rangers: The Movie,3370,3,1995,113820
"American President, The",3684,3,1995,112346
Jumanji,3801,3,1995,113497
La Haine,3877,0,1995,113247
Before Sunrise,4020,0,1995,112471
Species,4169,3,1995,114508
"Quick and the Dead, The",4247,3,1995,114214
Assassins,4640,1,1995,112401
Maborosi,4678,3,1995,113725
Underground,4749,1,1995,114787
"Langoliers, The",4791,3,1995,112040
Congo,4902,0,1995,112715
Home for the holidays,4904,3,1995,113321
Dracula: Dead and Loving It,5084,3,1995,112896
Ringu Kanzenban,5199,1,1995,235133
Devil in a Blue Dress,5317,1,1995,112857
"City of Lost Children, The",5596,3,1995,112682
Dragon Ball Z: Wrath of the Dragon,5655,2,1995,142243
Ace Ventura: When Nature Calls,5710,0,1995,112281
Dilwale Dulhania Le Jayenge,5728,3,1995,112870
Kids,5771,3,1995,113540
Dead Presidents,5812,3,1995,112819
First Knight,5816,2,1995,113071
Higher Learning,5823,3,1995,113305
GoldenEye,6251,3,1995,113189
Othello,6544,2,1995,114057
Desperado,6625,1,1995,112851
Party Girl,6912,3,1995,114095
Nadie hablara de nosotras cuando hayamos muerto,7073,3,1995,113918
Babe,7364,3,1995,112431
El dia de la bestia,7388,3,1995,112922
Village of the Damned,7547,3,1995,114852
Grim,7566,3,1995,113221
Catnapped! The Movie,7568,3,1995,114689
Nick of Time,7651,3,1995,113972
Land and Freedom,7663,1,1995,114671
La flor de mi secreto,7702,3,1995,113083
Friday,7791,2,1995,113118
Tommy Boy,7805,3,1995,114694
Judge Dredd,7892,3,1995,113492
Magic in the Water,8442,1,1995,113737
Dead Man Walking,8451,3,1995,112818
"Basketball Diaries, The",8526,1,1995,112461
Total Eclipse,8539,1,1995,114702
Tall Tale,8919,1,1995,111359
Leaving Las Vegas,8923,2,1995,113627
Heavyweights,8930,0,1995,110006
"Englishman Who Went Up a Hill But Came Down a Mountain, The",9064,0,1995,112966
Waiting To Exhale,9104,2,1995,114885
It Takes Two,9230,1,1995,113442
Rob Roy,9588,0,1995,114287
Indira,9958,2,1995,121401
Major Payne,10039,0,1995,110443
La c&eacute;r&eacute;monie,9991,3,1995,112769
Les apprentis,10069,1,1995,112386
True Crime,10099,3,1995,114736
"Cure, The",10179,1,1995,112757
Mr. Holland&#39;s Opus,10198,3,1995,113862
Bad Boys,10281,1,1995,112442
Grumpier Old Men,10697,3,1995,113228
Cutthroat Island,10715,1,1995,112760
Free Willy 2,10806,3,1995,113114
Crimson Tide,10883,0,1995,112740
Le hussard sur le toit,10992,3,1995,113362
"Rock, The",38,1,1996,117500
Jane Eyre,111,3,1996,116684
Spy Hard,129,1,1996,117723
Trainspotting,137,2,1996,117951
Bound,182,3,1996,115736
Matilda,369,3,1996,117008
Broken Arrow,431,0,1996,115759
Space Jam,435,1,1996,117705
Independence Day,444,3,1996,116629
Mission: Impossible,445,1,1996,117060
From Dusk Till Dawn,448,1,1996,116367
"Cable Guy, The",449,1,1996,115798
"Quest, The",525,0,1996,117420
Down Periscope,535,0,1996,116130
Scream,649,3,1996,117571
Libertarias,741,3,1996,113649
Harriet the Spy,760,3,1996,116493
Fire,881,3,1996,116308
"First Wives Club, The",912,3,1996,116313
I Shot Andy Warhol,970,3,1996,116594
Girls Town,977,3,1996,116418
Foxfire,981,3,1996,116353
Freeway,1010,3,1996,116361
DragonHeart,1030,2,1996,116136
"Hunchback of Notre Dame, The",1062,1,1996,116583
"Long Kiss Goodnight, The",1340,3,1996,116908
Love and Other Catastrophes,1343,3,1996,116931
Secrets &amp; Lies,1411,3,1996,117589
Hamlet,1233,1,1996,116477
Ridicule,1099,1,1996,117477
Muppet Treasure Island,1129,1,1996,117110
"Craft, The",1156,3,1996,115963
Escape from L.A.,1428,1,1996,116225
Fly Away Home,1569,3,1996,116329
101 Dalmatians,1172,3,1996,115433
Connie Gomper &amp; the Pack,1538,0,1996,377683
Homeward Bound II: Lost in San Francisco,1087,1,1996,116552
Twister,1082,3,1996,117998
Jingle All the Way,1722,1,1996,116705
Female Perversions,1791,3,1996,116293
Striptease,1818,3,1996,117765
Fargo,1852,2,1996,116282
"Associate, The",1859,3,1996,115580
Charlot og Charlotte,1874,3,1996,115133
Beyond Silence (Jenseits der Stille),2106,3,1996,116692
Set It Off,2154,3,1996,117603
Grace of my heart,2208,3,1996,116442
Emma,2221,3,1996,116191
"English Patient, The",2449,3,1996,116209
"Spitfire Grill, The",2885,3,1996,117718
"Mirror Has Two Faces, The",2937,3,1996,117057
Pusher,2994,0,1996,117407
Swallowtail Butterfly,3017,3,1996,117797
That Thing You Do!,3023,3,1996,117887
Brassed Off,3038,3,1996,115744
Walking and Talking,3059,3,1996,118113
Beautiful Girls,3081,3,1996,115639
When the Cat&#39;s Away,3242,3,1996,115856
Mother Night,3291,1,1996,117093
August,3383,3,1996,115591
Star Trek: First Contact,3402,3,1996,117731
"Glimmer Man, The",3410,1,1996,116421
Hard Eight,3526,0,1996,119256
"God of Cookery, The",3553,1,1996,116426
"Frighteners, The",3679,3,1996,116365
Kids Return,3703,3,1996,116767
Kingpin,3822,1,1996,116778
Big Night,3966,3,1996,115678
James and the Giant Peach,3970,3,1996,116683
Romeo + Juliet,4067,3,1996,117509
Fear,4353,3,1996,116287
Sabrina the Teenage Witch,4425,3,1996,117534
Three Lives and Only One Death,4482,2,1996,117968
Mars Attacks!,4621,3,1996,116996
"Fan, The",4778,1,1996,116277
Mr. Wrong,4822,3,1996,117102
Irma Vep,4831,3,1996,116650
Eye for an Eye,4859,3,1996,116260
"Truth About Cats &amp; Dogs, The",4890,3,1996,117979
Chain Reaction,4967,1,1996,115857
Poison Ivy II,4972,3,1996,114151
"Birdcage, The",4977,2,1996,115685
Manny &amp; Lo,5125,3,1996,116985
Hellraiser: Bloodline,5266,1,1996,116514
Lone Star,5295,2,1996,116905
"Preacher&#39;s Wife, The",5326,3,1996,117372
Welcome to the Discworld,5343,0,1996,313773
Swingers,5413,2,1996,117802
Beavis and Butt-Head Do America,5493,1,1996,115641
Crash,5551,3,1996,115964
Beautiful Thing,5698,3,1996,115640
"Daytrippers, The",5778,3,1996,116041
Waiting for Guffman,5786,3,1996,118111
"A Jin de gushi / Ah Kam, the Stunt woman",5855,1,1996,115485
Stealing Beauty,5883,3,1996,117737
Tenchi Muy&ocirc;! In Love,5932,3,1996,117876
Basquiat,6074,2,1996,115632
Va&#39; dove ti porta il cuore,6169,3,1996,118105
Mystery Science Theater 3000: The Movie,6441,1,1996,117128
Entertaining Angels: The Dorothy Day Story,6536,3,1996,116212
Michael,6623,3,1996,117038
Curdled,6738,3,1996,115994
La belle verte,6754,3,1996,115650
Eraser,6839,3,1996,116213
Twelfth Night or What You Will,6943,3,1996,117991
"Funeral, The",7051,3,1996,116378
Sleepers,7352,1,1996,117665
Un air de famille,7598,3,1996,118015
Evita,7630,3,1996,116250
Jack,7644,2,1996,116669
Primal Fear,7658,1,1996,117381
Tremors II: Aftershocks,7678,0,1996,114720
"Crucible, The",7932,3,1996,115988
Jerry Maguire,8008,2,1996,116695
Marvin&#39;s Room,8057,3,1996,116999
Sonic the Hedgehog: The Movie,8124,0,1996,237765
Last Man Standing,8208,1,1996,116830
2 Days in the Valley,8638,3,1996,115438
Tin Cup,9065,3,1996,117918
"Watermelon Woman, The",9088,3,1996,118125
Mother,9319,3,1996,117091
La lengua asesina,9457,3,1996,116770
Daylight,9725,1,1996,116040
Barb Wire,9782,1,1996,115624
Rollergator,9790,3,1996,207061
Michael Collins,10042,1,1996,117039
"Phantom, The",10098,3,1996,117331
"Love, etc.",10805,1,1996,116932
Courage Under Fire,10881,1,1996,115956
Happy Gilmore,10892,0,1996,116483
"Arrival, The",11146,1,1996,115571
"Substitute, The",11170,1,1996,117774
Austin Powers: International Man of Mystery,5,2,1997,118655
"Fifth Element, The",22,1,1997,119116
"Game, The",68,1,1997,119174
Murder at 1600,70,1,1997,119731
Gattaca,77,1,1997,119177
Men in Black,83,1,1997,119654
"Devil&#39;s Advocate, The",105,3,1997,118971
Starship Troopers,107,3,1997,120201
Alien: Resurrection,297,3,1997,118583
Conspiracy Theory,318,2,1997,118883
Mononoke-hime,326,3,1997,119698
Wilde,343,3,1997,120514
Titanic,345,3,1997,120338
Dante's Peak,424,3,1997,118928
Liar Liar,425,1,1997,119528
Flubber,426,2,1997,119137
G.I. Jane,524,3,1997,119173
Con Air,573,2,1997,118880
La vita &egrave; bella,614,0,1997,118799
Good Will Hunting,623,0,1997,119217
"Postman, The",634,1,1997,119925
Event Horizon,662,3,1997,119081
Hercules,729,3,1997,119282
Romy and Michelle&#39;s High School Reunion,754,3,1997,120032
Cube,792,3,1997,123755
Contact,904,3,1997,118884
Career Girls,931,1,1997,118818
As Good as It Gets,936,3,1997,119822
Grosse Pointe Blank,1000,3,1997,119229
Batman &amp; Robin,1026,2,1997,118688
Jungle 2 Jungle,1054,2,1997,119432
For Richer or Poorer,1055,3,1997,119142
Air Force One,1068,1,1997,118571
"Winter Guest, The",1409,3,1997,120521
"Inheritance, The",1483,3,1997,119369
Wild America,1595,2,1997,120512
Funny Games,1193,3,1997,119167
My Best Friend&#39;s Wedding,1202,2,1997,119738
Anastasia,1218,3,1997,118617
Air Bud,1127,1,1997,118570
Good Burger,1159,1,1997,119215
Cinderella,1584,3,1997,128996
Spice World,1406,3,1997,120185
Actrius,1794,3,1997,115462
Taste of Cherry,1810,0,1997,120265
Fierce Creatures,1816,1,1997,119115
"Castle, The",1830,3,1997,118826
Clockwatchers,1900,3,1997,118866
Cats Don&#39;t Dance,1947,3,1997,118829
Eve&#39;s Bayou,2101,3,1997,119080
Jackie Brown,2176,3,1997,119396
L.A. Confidential,2236,1,1997,119488
Boogie Nights,2347,3,1997,118749
Volcano,2395,3,1997,120461
Chasing Amy,2423,3,1997,118842
Paradise Road,2494,3,1997,119859
"Well, The",2666,3,1997,120493
Vegas Vacation,3148,3,1997,120434
Selena,3195,3,1997,120094
A Simple Wish,3223,3,1997,120133
Chun gwong cha sit (Happy Together),3232,0,1997,118845
Turbo: A Power Rangers Movie,3371,3,1997,120389
Spawn,3373,3,1997,120177
Kiss the Girls,3882,2,1997,119468
Orgazmo,3917,1,1997,124819
Snow White: A Tale of Terror,3928,3,1997,119227
Mortal Kombat: Annihilation,4064,3,1997,119707
Lost Highway,4154,1,1997,116922
Smilla&#39;s Sense of Snow,4164,3,1997,120152
My Life in Pink ( Ma Vie En Rose ),4216,3,1997,119590
Fever Pitch,4333,3,1997,119114
George of the Jungle,4360,3,1997,119190
Ayneh,4380,3,1997,117056
Ayneh,4381,3,1997,117056
"Peacemaker, The",4383,3,1997,119874
In the Company of Men,4496,1,1997,119361
Mrs Dalloway,4527,3,1997,119723
"Wrong Guy, The",4635,1,1997,120536
Scream 2,4643,3,1997,120082
I Know What You Did Last Summer,4657,3,1997,119345
I Think I Do,4932,3,1997,125209
La principessa e il povero,4987,3,1997,178844
Le Acrobate,5058,3,1997,118550
"Lost World: Jurassic Park, The",5074,3,1997,119567
Neon Genesis Evangelion: The End of Evangelion,5108,3,1997,169858
Free Willy 3: The Rescue,5136,1,1997,119152
Knockin&#39; on Heaven&#39;s Door,5143,1,1997,119472
Picture Perfect,5172,3,1997,119896
Face/Off,5329,1,1997,119094
Soul Food,5820,3,1997,120169
"Night Flier, The",5865,3,1997,119784
Tower of Terror,6071,3,1997,131620
Clover,6204,3,1997,124317
"Odyssey, The",6241,2,1997,118414
Hardboiled Egg,6249,2,1997,122648
Open Your Eyes,6691,1,1997,125659
"House of Yes, The",6736,3,1997,119324
"Sticky Fingers of Time, The",6749,3,1997,127302
Fireworks,6800,1,1997,119250
"Full Monty, The",6805,2,1997,119164
Cure,7174,1,1997,123948
Pooh&#39;s Grand Adventure: The Search for Christopher Robin,7371,0,1997,119918
A Life Less Ordinary,7534,2,1997,119535
Donnie Brasco,7627,1,1997,119008
Seven Years in Tibet,7660,1,1997,120102
An American Werewolf in Paris,7675,1,1997,118604
Carne tr&eacute;mula [Live Flesh],7710,2,1997,118819
Csinibaba,8564,1,1997,118906
Gummo,8800,3,1997,119237
Cop Land,9151,0,1997,118887
Lolita,9220,3,1997,119558
Anaconda,9275,2,1997,118615
Mrs. Brown,9280,3,1997,119280
Tomorrow Never Dies,9336,1,1997,120347
Home Alone 3,9407,3,1997,119303
Retroactive,9989,2,1997,117468
In &amp; Out,10197,2,1997,119360
Steel,10238,2,1997,120207
Children of Heaven,10507,3,1997,118849
"Borrowers, The",10686,3,1997,118755
"Advocate&#39;s Devil, The",10727,2,1997,126774
"Killing Secret, The",10731,3,1997,120089
Amistad,10869,0,1997,118607
Nowhere,10920,3,1997,119809
"Negotiator, The",35,1,1998,120768
Blade,42,1,1998,120611
Deep Impact,95,3,1998,120647
Future Sport,127,1,1998,158409
Mulan,157,3,1998,120762
"Truman Show, The",165,1,1998,120382
Ever After,216,3,1998,120631
"Thin Red Line, The",272,1,1998,120863
Strike!,300,3,1998,120692
"Opposite of Sex, The",365,3,1998,120777
Wand&acirc;furu raifu,368,3,1998,165078
Rushmore,404,3,1998,128445
Sphere,446,1,1998,120184
Apt Pupil,460,1,1998,118636
"Big Lebowski, The",505,1,1998,118715
Fear and Loathing in Las Vegas,506,1,1998,120669
Velvet Goldmine,516,2,1998,120879
"Faculty, The",532,3,1998,133751
"Wedding Singer, The",554,3,1998,120888
Little Voice,592,3,1998,147004
Gia,772,3,1998,123865
Armageddon,775,1,1998,120591
You&#39;ve Got Mail,783,3,1998,128853
High Art,789,3,1998,139362
Phantoms,805,3,1998,119891
Hideous Kinky,937,3,1998,136244
"Red Violin, The",942,3,1998,120802
Happiness,973,3,1998,147612
Show Me Love,975,3,1998,150662
54,1040,1,1998,120577
Star Trek: Insurrection,1056,3,1998,120844
"Mask of Zorro, The",1058,1,1998,120746
Six Days Seven Nights,1069,1,1998,120828
"Secret of NIMH 2: Timmy to the Rescue, The",1511,1,1998,171725
"Dreamlife of Angels, The",1294,3,1998,120449
Practical Magic,1219,3,1998,120791
Pleasantville,1109,3,1998,120789
"Man in the Iron Mask, The",1154,1,1998,120744
